ID,Comment,Likes,Dislikes,Article,Region,Keyword
12857,"Então na próxima fala do Bozo sobre o tema, terá de haver a abertura de um processo de impeachment, por crime de responsabilidade.",3.0,1.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofóbico
35288,"Tá formando opinião pela Globo e ainda chama ""Matrix"". Hahahaha",5.0,1.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Homofobia
40804,Só sei de uma coisa: no meu estabelecimento o fiado está proibido.,9.0,6.0,"Vítima de homofobia, potiguar doa R$ 10 mil que recebeu em ação para instituições",Rio Grande do Norte,Homofobia
15013,Kkkkkkkkkk,2.0,1.0,"Perfil de suspeito de ataque ao Porta dos Fundos tem zouk, agressão a secretário e 12 passagens na polícia",Rio de Janeiro,Homofóbico
29958,tem muita comedor de miojo aki,2.0,1.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
67525,Bem-feito para o afeminado. Este é o resumo das opiniões da maioria brutal de todos.,3.0,44.0,Policia Civil indicia três homens acusados de agredir jovem na saída de balada no ABC,São Paulo,Racismo
6477,Vai transformar o Brasil em rio de janeiro?,3.0,1.0,CCJ do Senado dá sinal verde para união estável e casamento de homossexuais ,Indefinido,Homosexual
94055,Ofender e rir ... Ofender e chacotear ... Acusar e Culpar para se defender .... Governo legitimamente Fascista !!!,11.0,5.0,"Em resposta a Guedes, filha de Brigitte Macron lança campanha contra misoginia",Indefinido,Misoginia
83354,será a pauta dos perdedores. no RJ perdeu o dudu da g lobosta,1.0,1.0,Aluno suspenso do Mackenzie que ameaçou matar 'negraiada' pede perdão: 'áudio infeliz',São Paulo,Racista
48138,"Parabéns, é direito e um dever de campanha, aos próximos presidentes que indiquem conforme suas convicções, o resto é mimi.",6.0,6.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
32253,PANN ELES QUEREM PAGAR DE VÍTIMA.... ... . SE ACONTECESSE ALGO DE SERIO COM OS ATORES EU ACREDITARIA NESSA HISTÓRIA,2.0,2.0,Casal gay afirma ter sido expulso de hotel por homofobia em Araguaçu,Tocantins,Homofobia
11011,"Beleza que todos se respeitem perante a lei, agora que não venha obriga quem discorda e acha errado o homossexualismo, pois se todos que forem contrários a algo serem considerados da idade das pedras entre outros insultos, então somo todos atrasados e retrógrados.",10.0,1.0,Dodge comemora decisão do STF que permitiu criminalizar a homofobia,Indefinido,Homofóbico
4861,porque será que incomoda ele ? será que ele é realmente homofobico? será? xiiiiiiiiiiii rsrs,1.0,0.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Homosexual
29081,Que grande encontro ! seria em protesto aos aumentos da gasolina????,5.0,0.0,Veja interdições e alterações nos itinerários de linhas de ônibus para a realização da 22ª Parada do Orgulho LGBT,São Paulo,LGBT
31822,Duas decisões contraditórias. Judiciário sinistro.,7.0,1.0,Desembargador que mandou tirar vídeo do Porta dos Fundos do ar foi contra 'censura' a Bolsonaro em ação por homofobia    ,Rio de Janeiro,Homofobia
70483,Faltou borracha no lombo de quem invadiu o palco,7.0,1.0,"Diplomação de eleitos em São Paulo tem confusão entre deputados, PM no palco e acusação de racismo",São Paulo,Racismo
61079,Para os juízes do DF de agora em diante terá.,3.0,0.0,Lei garante 20% das vagas em concursos públicos do DF para negros ,Distrito Federal,Negro
24723,Ferreira votou no bozo e vem falar bosta kkkk,23.0,45.0,Parada do Orgulho LGBT em Belo Horizonte reúne multidão no centro da cidade,Minas Gerais,LGBT
33954,Nossa que ameaça miga?,3.0,1.0,STF permite criminalização da homofobia e da transfobia,Indefinido,Homofobia
80788,É tudo verde...ele só odeia verde escuro!!!,8.0,3.0,"'Meu pai vê apenas uma cor, a verde', diz filho de Trump ao negar que presidente seja racista",Indefinido,Racista
30100,Verdade. É muito gente pensando que viraríamos uma Cuba ou Venezuela. Gente inocente.,0.0,1.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
92661,"Isso é tolice. Feministas SEMPRE ODIARAM HOMENS, EM MAIOR OU MENOR GRAU. SEMPRE!",15.0,12.0,Morgan Freeman é acusado de assédio sexual por oito mulheres,Indefinido,Assédio
66012,esse merece um corretivo,1.0,0.0,"Após decisão da Justiça, governo suspende nomeação do presidente da Fundação Palmares",Indefinido,Racismo
45453,"Direitopatas PIRAM na mandioca... E eu morro de rir, kkkkkkkkkkkk MARIELLE FOREVER!",32.0,93.0,Câmara do Rio aprova 5 projetos de lei da vereadora Marielle Franco em sessão extraordinária,Rio de Janeiro,Transfobia
49684,"O STF não tem poder de legislar, essa competência é da Câmara dos deputados federal e do Senado! Sobre a lei, já tramita nas casas do nosso legislativo federal, e o parecer de alguns deputados e senadores, é que já existe lei para punir os que cometem crimes, mas o que o grupo LGBT querem é privilégio, querem serem tratados com privilégios perante a lei, mas existe o princípio da isonomia, onde diz que todos são iguais perante a lei!",52.0,34.0,STF retoma nesta quinta-feira julgamento sobre criminalização da homofobia,Indefinido,Transfobia
21132,IDEOLOGIA DOS GÊNEROS .SIMPLES E OBJETIVO DOIS SEXO HOMEM E MULHER O RESTO É INVEMÇÃO SO INIMIGO!!OS HOMENS SÃO SERES INCONSISTENTES JA DISSE O GRANDE CIENTISTA ALBERT EINSTEIN!!,4.0,0.0,"Maioria diz que gênero e sexualidade devem entrar no currículo escolar, diz pesquisa encomendada pelo MEC",Indefinido,Homofóbico
61798,"Então deve estar bem enrustido, Silvio. Se você não percebeu, eu acabei de declarar voto no Haddad para o segundo turno(com muita dor no coração).",2.0,4.0,Modelos negras são comparadas a escravas em rede social durante desfile no DF,Distrito Federal,Negritude
2028,"Faz um favor só se for só SEU Brasil, que na sua cabeça deve ser só depravação e imoralidades... O Brasil das famílias normalmente constituídas não aceita esse discurso podre de alguns...",3.0,0.0,Deputado do DF entra com representação contra Bolsonaro na PGR por LGBTfobia,Distrito Federal,Homosexual
6438,É O TAL DO BESOURÃO,1.0,2.0,CCJ do Senado dá sinal verde para união estável e casamento de homossexuais ,Indefinido,Homosexual
72800,Me digam pra que serve um poeta?,40.0,12.0,"Brasil desperdiça poetas por racismo, misoginia e homofobia, dizem estudiosos de Luiz Gama e Hilda Machado",Indefinido,Racismo
85026,"E conforme o andar da Globo dentro de algum tempo, na casa, só vão estarGAYS eLESBICAS. Aviadagem a gente vê por aqui. Uiiiii !!!",185.0,43.0,"Sororidade, denúncias de assédio e mais homens eliminados: Como 'BBB' se tornou mais feminino",Indefinido,Feminismo
29305,"As ""minorias"" querem fazer prevalecer seus caprichos.",5.0,3.0,Rio registra no 1º trimestre de 2018 mais denúncias de agressões contra LGBT do que em todo 2017,Rio de Janeiro,LGBT
92061,Não consigo entender o que a suspensão do programa tem a ver com solução do caso. ????????????? O que o programa (e a excelente informação que ele tras) tem com isso?????? Um programa super instrutivo. Julga-se a mensagem pelo carteiro????,3.0,0.0,Programa de Neil deGrasse Tyson é suspenso após acusações de assédio,Indefinido,Assédio
26704,Campanha pela vida: cada um cuide da sua.,77.0,11.0,50 anos de Stonewall: saiba o que foi a revolta que deu origem ao dia do orgulho LGBT,Indefinido,LGBT
31578,"Como no caso da promotora, que apoiou o presidente nas eleições, o desembargador tem o direito de expressar a sua opinião como cidadão, mas, não pode, em hipótese alguma, levar sua opinião pessoal para julgar casos que lhe são propostos. Atuando como juiz, ele deve observar as leis e não sua opinião pessoal. Este argumento de que o pais é formado por famílias cristãs, é um discurso recorrente aos apoiadores do presidente. Segue adiante",8.0,2.0,Desembargador que mandou tirar vídeo do Porta dos Fundos do ar foi contra 'censura' a Bolsonaro em ação por homofobia    ,Rio de Janeiro,Homofobia
6942,"O casamento entre eles, não quero nem saber, que se casem, é só não liberar que possam adotar que está tudo certo",9.0,19.0,Corte Interamericana de Direitos Humanos defende reconhecimento de casamento gay,Indefinido,Homosexual
73979,Respeito mútuo? Este advogado não viu o post do cliente dele! Vai ver quem é escravo lá na cadeia...,19.0,3.0,Aluno da FGV vira réu por racismo e injúria racial após chamar colega negro de 'escravo',São Paulo,Racismo
71003,sempre eles...os coitadinhos de esquerda...os quero tudo de graça....trabalha pra mim.....tadinho deles....vitimas,4.0,1.0,"Diplomação de eleitos em São Paulo tem confusão entre deputados, PM no palco e acusação de racismo",São Paulo,Racismo
48878,"Vamos combibar o seguinte: para quem rsta dizendo que o stf nao tem esse direito, veremo se a maioria aprova e a pessoa vai e desrespeita, mas depois, nao foge nao. Vai la no stf, se identifica r diz que nao vai ser punido, porque nao concorda. Simples assim. Esta cheio de machos no brasil mesmo. Essa, eu gostaria de ver.",7.0,19.0,Ministro Celso de Mello vota a favor de enquadrar homofobia como crime de racismo,Indefinido,Transfobia
77926,"Talvez fosse melhor um garotinho de pele branca, talvez não daria toda essa repercussão negativa...",15.0,6.0,H&M retira foto publicitária considerada racista,Indefinido,Racista
45928,"Por esses ensinamentos é que ele foi considerado um dos PRINCIPAIS PENSADORES POLÍTICOS DO ""ANARQUISMO"" , considerado também o fundador da vertente anarco-comunista.....Ahhh, quase esqueci...Ele era ATEU!!!!",4.0,1.0,"Após fala de Bolsonaro, Alexandre de Moraes diz que STF não legisla e que enquadrar homofobia como racismo protege minorias",São Paulo,Transfobia
7608,Eu acredito nesse motorista.,44.0,3.0,Motorista suspeito de agredir ator em SP se apresenta à polícia e nega homofobia,São Paulo,Homofóbico
10527,"Pode vender minha parte na Petrobras, pode doar para :Miriam Leitão.",8.0,3.0,"Jair Bolsonaro diz que, se eleito, pode privatizar Petrobras 'se não tiver solução' ",Indefinido,Homofóbico
44852,"não precisa gostar, porém é preciso respeitar sim, e se preciso for ficar enjaulado por uns tempos pra aprender a respeitar o direito dos outros. Ps. sou homem e hétero.",16.0,8.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Transfobia
42924,"As pessoas são livres para assumir sua sexualidade e o restante de rejeitar.Eu nunca tive nada contra, mas com essa obsessão de sexualizar as crianças eu já mudei de opinião.Vejo que se a sociedade não tomar posição, teremos um futuro de promiscuidade.",48.0,4.0,Vereadores se defendem de acusações de homofobia e provocam bate-boca na Câmara de Maceió,Alagoas,Homofobia
57484,Imagina o que Deus deve estar pensando a respeito ? A resposta virá logo no Armagedom....,19.0,17.0,Mangueira busca bicampeonato com releitura crítica da vida de um Jesus Cristo nascido no morro,Rio de Janeiro,Negro
66630,"Eles, os ""sem cérebro"", tem a pachorra de serem racistas, sob uma mascara de uma pseudo ""não esquerda"". Claro, negam piamente serem racistas, mas o são, e isto fica claro em seu texto, Fábio Costa. O q vc chama de mestiço de branco (?) ou mestiço de negro e branco, é a forma como os capitães do mato e os ""donos"" dos escravos, se referiam aos negros.",6.0,2.0,Campanha recria foto clássica de Machado de Assis e mostra escritor negro: 'Racismo escondeu quem ele era',Indefinido,Racismo
7228,Eu não quero filho g.a.y..,86.0,54.0,Kevin Hart diz que não apresentará o Oscar após polêmica por tuítes homofóbicos,Indefinido,Homofóbico
49559,"os h0mosséxuais tem todo direito de serem respeitados com tal , mas também tem que respeitar os que não são , e não fazerem como alguns que estão se transformando em perigosas ''gangues para furtar,roubar e agredir a tal ponto que uma de suas vítimas teve que levar mais de cem pontos pelo corpo (ExtraGl0bo) isso sem fala que Eles próprios formaram um clube denominado Clube do Carimbo que compartilham técnicas de transmissão do virus da A'I'D'S.(FantasticoRedeGl0bo)",16.0,22.0,STF retoma nesta quinta-feira julgamento sobre criminalização da homofobia,Indefinido,Transfobia
81874,"Pronto já começou o vitimismo. 98% dos negros batem no peito e dizem ter orgulho da raça, mas pintam e alisam o cabelo de louro. Até Michael Jackson quis ficar branco. Imaginem se não tivessem orgulho da raça hein!!!!",9.0,16.0,Frases racistas são encontradas pichadas em banheiro da Universidade de Santa Cruz do Sul,Rio Grande do Sul,Racista
30420,Raquel deveria te processar por injúria para você aprender a respeitar os outros.,2.0,2.0,Toffoli suspende decisão judicial que permitia apreensão de livros na Bienal do Rio,Indefinido,LGBT
36388,"A classe LGBT não se contenta mais em serem ""respeitados"". Eles querem ser ""aplaudidos"". E isso eles nunca conseguirão. Meu comentário é homofóbico ou posso expressar minha opinião?",9.0,15.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofobia
93790,Absurdo. Como acham que esse país vai mudar? Quantos Samir existem por ai? País afundado em um governo com a cara do povo.,30.0,1.0,Radialista é denunciado por assédio sexual no Maranhão,Maranhão,Assédio
75117,"Mas diz aí, na foto ele ta de frente ou de costas?",31.0,20.0,Diretora que barrou matrícula de aluno por corte de cabelo é afastada do cargo no Maranhão,Maranhão,Racismo
13780,"Comentando aqui sobre o Porta dos Fundos, o Porchato deveria se entender com Deus a respeito do ataque à sede do hebdomadário mequetrefe, não foi isso que ele disse? Pq chamou a polícia? Deus resolve para ele esta questão dos molotóv,certo?",18.0,21.0,Casal gay afirma ter sido expulso de hotel por homofobia em Araguaçu,Tocantins,Homofóbico
725,"RICARDO, como eu disse na resposta ao Renato acima, o correto, seria não descriminar e simplesmente escrever: ""CASAL"" e ponto. A partir do momento que você deixa explicito que um casal é homem + mulher você esta dizendo que um casal de homens não é bem vindo, o que não é verdade. No caso, uma boa AULA de marketing resolveria o caso. MAS TEM QUE RECLAMAR SIM, SE APENAS ACEITA O PRECONCEITO NASCE! PORTANDO NAO VENHA FALAR QUE É MIMIMI.... isso porque não é no seu pé que estão pisando né..... hipocrita!!!",4.0,7.0,Restaurante causa polêmica ao fazer promoção e excluir casais gays em SP,São Paulo,Homosexual
25193,"um bando de idiotas, desprovidos de cultura sendo manipulados por grandes grupos políticos e econômicos praticando avançadas técnicas de marketing utilizando, como pano de fundo, estratégias subliminares de influenciar pessoas.",10.0,18.0,"Parada LGBT de 2019 movimentou R$ 403 milhões em SP, diz prefeitura",São Paulo,LGBT
66994,STF faz cumprir a lei e nao criar leis.,11.0,1.0,Ministro Celso de Mello vota a favor de enquadrar homofobia como crime de racismo,Indefinido,Racismo
64264,"A maioria dos comentários ofensivos são de gente pobre baixa renda, sem cultura e alienadas pelas fantasias que a religião prega, por isso esse país não vai pra frente.",21.0,28.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Racismo
28156,"Errada ela não tá,kkkkk",12.0,9.0,"'Escâncara o preconceito', diz líder LGBTI sobre suposto áudio de prefeita que chamou grupo de gueto e baixo clero",Tocantins,LGBT
85975,Já colou um v2elcro hoje?,1.0,3.0,Mulheres com profissões 'fora do padrão feminino' afirmam: 'Somos capazes de tudo',São Paulo,Feminismo
26560,"Se você quer falar mal das atitudes dos homo-sexuais então fale como falaria dos héteros também, mas não utilize a razão de ser diferente para falar mal das atitudes, existem héteros com atitudes bem piores que muitos! Sou à favor de ambos, mas desde que se comportem na sociedade, pois é o mínimo que pessoas educadas devem à mesma, um bom comportamento social!",8.0,1.0,"Parada LGBT reuniu 3 milhões na Paulista, segundo organização; veja o que deu certo e o que deu errado",São Paulo,LGBT
73501,"Frescura. A atendente deu um tratamento VIP, se colocando à disposição da chegada à saída, e a figura reclama. Se nenhum atendente vai atender, reclamam que é racismo. Dá para entender esse povo ??",17.0,15.0,"Vitória Meirelles, filha de Ivo Meirelles, relata caso de racismo em loja da C&A: 'Grande constrangimento. Saí chorando' ",Indefinido,Racismo
36628,Um dos melhores comentários que já li nesse G1.,8.0,2.0,"Em meio a discussão sobre criminalização da homofobia, casos de violência seguem impunes",Indefinido,Homofobia
45178,"Na realidade, o STF acabou fazendo um grande favor. O Congresso está bronqueado com isso e deverá editar uma legislação muito mais branda que substituirá a votada pelo STF, isto se simplesmente, não cancelarem o efeito desta decisão. Obrigado STF ...",3.0,1.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Transfobia
12098,Muito educado para tratar com esses canalhas.,3.0,4.0,Bolsonaro diz que repórter tem 'cara de homossexual terrível'; entidades de jornalistas reagem ,Indefinido,Homofóbico
48406,O presidente deveria governar. Se religião resolve a vida no mundo e no Brasil ele nunca seria eleito. Prega religião e arma a sociedade.,84.0,40.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
32946,"Engraçado que todo o c.ovarde é assim, faz e depois não tem caráter para assumir os atos, acho que este motorista é algum c.orno com ciúmes do rapaz.",4.0,3.0,Motorista suspeito de agredir ator em SP se apresenta à polícia e nega homofobia,São Paulo,Homofobia
32285,"Essa mulher deveria julgada e punida de forma exemplar, para que não seja permitido banalizar os crimes de homofobia como ela tentou fazer. A companheira dela deveria responder também, por prevaricação, pois sendo policial deveria ter contido a namorada quando ela tentou peitar o cara e também por ter deixado a namorada brincar com a arma dela. Fora isso, parabéns a delegada que soube magistralmente separar o joio do trigo neste caso.",67.0,2.0,Polícia descarta crime de homofobia no caso da agressão a youtuber no Rio,Indefinido,Homofobia
36317,"Eu só quero saber o que será, e como será determinada uma discriminação, porque se eles querem respeito, eu também quero. Respeito é uma coisa, concordar é outra. Não me interessa o que a pessoa quer ser, só não pode me obrigar a aceitar isso e falar que é discriminação. Não implico com ninguém, converso, dou bom dia, mas também quero respeito a mim e minha família. Discriminar atacando é uma coisa, agora cada um tem seu pensamento e toca sua vida, só isso.",6.0,2.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofobia
47297,"Homem de Deus é outra coisa, o Brasil é do senhor Jesus e do mito também.",5.0,13.0,Bolsonaro diz que vai indicar ministro 'terrivelmente evangélico' para o STF,Indefinido,Transfobia
30899,Para que pasta LGBT?,15.0,13.0,Filho de Wilson Witzel é nomeado para Coordenadoria de Diversidade Sexual do município,Rio de Janeiro,LGBT
64667,"Pra quem estudou. Homo=G4y, Fobia=medo. Eu tenho essa doença. Toda vez que eu vou na boate LGBT, eu fico com medo de passarem a mão em mim.",2.0,8.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Racismo
5931,"O mais correto seria prisão perpétua, não podemos facilitar.",5.0,7.0,Polícia da Tanzânia realiza prisão em massa de pessoas acusadas de serem homossexuais,Indefinido,Homosexual
57892,Levaremos centenas de anos pra ter educação e empatia.,27.0,1.0,Filho relata ao pai bullying contra amigo negro em festa e conversa viraliza na web: 'Defendi ele',São Paulo,Negro
56067,"Sempre achei que tivesse rolo nas loterias, agora está claro",11.0,3.0,Grupo de assessores do PT na Câmara leva prêmio de R$ 120 milhões da Mega-Sena,Indefinido,Cotas
83824,Para mim a raça inferior é a dos justiceiros sociais e fiscais da opinião alheia politicamente corretos. Deveria ser extinta.,9.0,15.0,Youtuber Júlio Cocielo apaga mais de 50 mil tuítes após críticas por comentário sobre Mbappé,Indefinido,Racista
49963,"Isso é assunto pra discutir, se está na constituição a defesa das minorias? Daqui alguns meses, vão pedir a liberação do aborto, das drogas, dos traficantes, dos presos condenados com bom comportamento, etc, etc, etc....Brasil um pais de tolos, esse deveria ser o slogan do governo.",1.0,7.0,STF começa julgamento sobre criminalização da homofobia,Indefinido,Transfobia
72024,"Tem que apodrecer na sela,ela se expressar com as palavras com muita raiva no coração e com tamanha tristeza que infelizmente fico magoado de existir pessoas de coração tão amargo",12.0,2.0,Dentista acusada de racismo nas redes sociais é presa em Teresina,Piauí,Racismo
13554,"Então, deixa eu ver se entendi: A galerinha politicamente correta está reivindicando que parem de ter raiva por eles fazerem sexo oral uns nos outros, dentro dos banheiros, que são um espaço comum a todos?",9.0,4.0,Uerj tem paredes de banheiros sujas com pichações homofóbicas,Rio de Janeiro,Homofóbico
31047,A,0.0,1.0,Parada LGBT lota ruas de SP com show de Pabllo Vittar e discursos de Fernanda Lima e de viúva de Marielle,São Paulo,LGBT
85647,"Acho que estimula a violência, em todos os sentidos.",6.0,4.0,"Surra em novela estimula competição feminina? Para Isis Valverde, 'acolher psicopata não é feminismo'",Indefinido,Feminismo
4619,Enquanto isso: a nação brasileira entra em sua pior crise sócio-econômica...,3.0,0.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Homosexual
30836,Sabiam que a produção cultural dos EU e uma das principais responsáveis pela elevada renda per capita do Americano? Aqui acabou! Vai ser só viés.,3.0,5.0,Bolsonaro nomeia Ricardo Braga como novo secretário de Cultura do governo,Indefinido,LGBT
4815,debil mental,5.0,5.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Homosexual
27171,"""Raça"" humana desenvolvida KKKKKKKKKKKKKKKKKK",4.0,4.0,"Conselho LGBT acredita que morte de transexual foi causada por 'transfobia': 'Violência sem tamanho', diz presidente",São Paulo,LGBT
94125,"Ivan Girao, obrigado pela clareza da explicação. Quando uma pessoa chama outra de feia, ela está sendo tudo, menos hipócrita. Daí o comentário que eu fiz.",2.0,0.0,"Em resposta a Guedes, filha de Brigitte Macron lança campanha contra misoginia",Indefinido,Misoginia
57962,"Quando o assunto é preconceito, os capiais paulistas estão sempre na frente!",10.0,16.0,Filho relata ao pai bullying contra amigo negro em festa e conversa viraliza na web: 'Defendi ele',São Paulo,Negro
90126,Ja eliminaram o Zé de Abreu ou esse discurso só serve pra quem é de fora do projac?,37.0,0.0,"Sororidade, denúncias de assédio e mais homens eliminados: Como 'BBB' se tornou mais feminino",Indefinido,Assédio
10580,"Tenho direito a ter minha opinião de não querer que o outro seja quem ele quiser. Não faz sentido, certo?",9.0,1.0,"'É o fim do mundo', diz vereador de Curuçá, no PA, sobre Parada Gay",Pará,Homofóbico
32993,o dia que os LGBTs começarem a QUEIMAR os homofobicos... eles APRENDEM.,31.0,164.0,Motorista suspeito de agredir ator em SP se apresenta à polícia e nega homofobia,São Paulo,Homofobia
44940,"PRONTO, AGORA VIROU MINISTRO DO TST, OU MELHOR, SABE MAIS DO QUE ELES, PELO AMORD",5.0,15.0,Bolsonaro diz que decisão do STF sobre homofobia foi 'completamente equivocada',Indefinido,Transfobia
18935,...a verdade a ofendeu...estranho....,11.0,2.0,Fernanda Lima processa Eduardo Costa após ofensas em rede social,Indefinido,Homofóbico
92831,"assédio moral é o que os estudantes da UFRN, passam com o circular que vão feito bicho uns esfregando no outro num maior imprensado",8.0,7.0,MPF quer evitar assédio moral contra professores em instituições de ensino superior do RN,Rio Grande do Norte,Assédio
67669,"Lucas, não sei se vc sabe, mas Portugal é governado por um partido de esquerda.",4.0,1.0,Denúncias de racismo e xenofobia batem recorde em Portugal,Indefinido,Racismo
30738,"Meu presidente é o cara. FAMÍLIA É PAI, MÃE E FILHOS. E não homem com homem ou mulher com mulher.",4.0,11.0,Bolsonaro nomeia Ricardo Braga como novo secretário de Cultura do governo,Indefinido,LGBT
65524,Benilton Santos. Dê uma olhada no samba da São Clemente.,10.0,3.0,'Messias de arma na mão' e 'aldeia que não tem bispo': sambas de 2020 não poupam críticas,Rio de Janeiro,Racismo
35945,"De branco não sei, mas que você merece ser chamado de babaka não tenho a menor dúvida.",8.0,9.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Homofobia
82288,"COISA MUITO PEQUENA PRA SE GASTAR TANTO TEMPO E DINH3IRO. QUEM TEM QUE SE DAR AO VALOR É A MENINA CITADA, ""EU NÃO SOU ISSO E VÃO MORDER SEUS PAIS NA BOUNDA"", PRONTO, RESOLVIDO! EU JÁ FUI OFENDIDO, JÁ OFENDI, MEUS AMIGOS IDEM, E VAMOS PARAR COM VITIMISMO TOSCO....",6.0,20.0,UFSCar registra ocorrência após ameaças racistas contra aluna em banheiro: 'Preta imunda' e 'Vai morrer',São Paulo,Racista
38326,Aquele que seguir a BÍBLIA será acusado criminalmente !!! ANTICRISTO Chegando !!!!,15.0,15.0,Quatro ministros votam por enquadrar homofobia como racismo; STF suspende julgamento,Indefinido,Homofobia
88632,Os esquerdopatas ainda estão com os tentáculos nas escolas. Aos poucos vamos limpando,18.0,8.0,Doria manda recolher apostila de ciência que fala sobre diversidade sexual: 'Não aceitamos apologia à ideologia de gênero',São Paulo,Feminismo
27831,Maior reuniao de pedofilos por metro quadrado!!!!,2.0,2.0,Público lota a avenida Paulista para a 22ª Parada LGBT,São Paulo,LGBT
96705,A repórter é uma pira. Mesmo,4.0,12.0,Senadores e deputados reagem à ofensa de Bolsonaro a repórter,Indefinido,Misoginia
84030,Passe o tempo que passar um analfabeto racista sempre será um analfabeto racista,2.0,2.0,Youtuber Júlio Cocielo apaga mais de 50 mil tuítes após críticas por comentário sobre Mbappé,Indefinido,Racista
49964,Nada de aprovar proteção direcionada a determinados setores da sociedade. A lei é uma só e vale para todo o cidadão. Quando criamos leis especificas geramos mais proteção a esse setor e menos ao restante.,41.0,27.0,STF começa julgamento sobre criminalização da homofobia,Indefinido,Transfobia
83794,"Gente, foi só uma piada. Se era de mau ou bom gosto não interessa. Acham mesmo que alguém está sofrendo por causa de uma piada besta dessas?",68.0,64.0,Youtuber Júlio Cocielo apaga mais de 50 mil tuítes após críticas por comentário sobre Mbappé,Indefinido,Racista
34692,"Para mim, isso é para desviar a atenção para assuntos importantes, como a tragédia da Reforma da Previdência, que vai escravizar as gerações futuras. Ou fazer o povo esquecer a Lava Toga, que investigará corrupção no judiciário.",8.0,6.0,STF começa julgamento sobre criminalização da homofobia,Indefinido,Homofobia
88020,!,1.0,0.0,Viúva de Marielle Franco participa de show da banda russa Pussy Riot e cobra respostas sobre crime,Pernambuco,Feminismo
28822,"Sem querer defender o setor público, mas as pessoas que criticam os altos salários dos servidores não políticos, são muito tapadas mesmo. Será que no setor privado a divisão das riquezas e o mérito são mais justos? Enquanto você ganha um salário pífio na multinacional que trabalha a mesma gasta bilhões em publicidade para sustentar jogadores de futebol, youtubers e instagramers e eles nem são da empresa, não tem que ""vestir a camisa"", cumprir metas nem se sujeitar as demais políticas internas bestas da empresa só pra não ser demitido.",14.0,1.0,Felipe Neto registra queixa por ameaças de morte que diz ter sofrido,Rio de Janeiro,LGBT
56457,Aí tem...,19.0,3.0,Grupo de assessores do PT na Câmara leva prêmio de R$ 120 milhões da Mega-Sena,Indefinido,Cotas
20170,e o amor o respeito ao proximo ficam para depois ne,6.0,1.0,Taylor Swift X Scooter Braun: Por que brigas por direitos de discos ainda deixam artistas revoltados?,Indefinido,Homofóbico
92071,"Anos 80??? Deu amnésia e só lembrou disso agora? Fala sério, se quer aparecer pendura uma melancia no pescoço minha filha!",19.0,2.0,Programa de Neil deGrasse Tyson é suspenso após acusações de assédio,Indefinido,Assédio
48809,Eis que surge outra raça. A RAÇA RUIM. Que vergonha.,13.0,11.0,Ministro Celso de Mello vota a favor de enquadrar homofobia como crime de racismo,Indefinido,Transfobia
17039,ele pediu pra mamar o evandro mordeu foi isso.,17.0,10.0,"Evandro Santo, ex-Pânico, relata agressão após show: 'Homofobia e covardia'",São Paulo,Homofóbico
48950,"Hell Lukkas, essa obrigação não é apenas dos crentes, é de toda a sociedade que paga impostos! As 600 toneladas de feijão enviada pra Cuba e os rombos do PêTê poderiam ter amenizado isso.",11.0,5.0,Ministro Celso de Mello vota a favor de enquadrar homofobia como crime de racismo,Indefinido,Transfobia
46218,O pensamento das pessoas deve mudar! As pessoas NÃO DEVEM agredir física ou verbalmente outras pessoas só porque não concordam com a sexualidade delas.,12.0,2.0,Maioria do STF vota por enquadrar homofobia como crime de racismo; julgamento é suspenso ,Indefinido,Transfobia
60143,O Grêmio tá indo pra í..................,0.0,3.0,'Parece que Einstein acertou mais uma vez': análise de imagem inédita de buraco negro levou 2 anos,Indefinido,Negro
83511,"Os patrulheiros da cor agem novamente. Vai ver que quando eles passam em alguma calçada, outros saem também !!!",8.0,4.0,Estudantes ocupam reitoria em protesto contra pichações racistas em sede da UFSM ,Rio Grande do Sul,Racista
